symbol,company,insider_name,category,quantity,value,type,trade_date,mode,exchange
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,183.0,283599,Buy,03-Jun-2022,Market Purchase,BSE
GANGESSECU,Ganges Securities Limited,"CHANDRA SHEKHAR NOPANY, TRUSTEE, SHEKHAR FAMILY TRUST",Promoter Group,17523.0,2358203,Buy,31-May-2022,Market Purchase,NSE
GANGESSECU,Ganges Securities Limited,"CHANDRA SHEKHAR NOPANY, TRUSTEE, SHEKHAR FAMILY TRUST",Promoter Group,1328.0,158341,Buy,27-May-2022,Market Purchase,NSE
MFSL,Max Financial Services Limited,Max Financial Employees Welfare Trust,Other,257000.0,207567417,Buy,02-Jun-2022,Market Purchase,NSE
INTLCONV,International Conveyors Limited,I G E (India) Private Limited,Promoters,17093.0,1056722,Buy,03-Jun-2022,Market Purchase,NSE
INTLCONV,International Conveyors Limited,I G E (India) Private Limited,Promoters,12834.0,781863,Buy,02-Jun-2022,Market Purchase,NSE
GANESHBE,Ganesh Benzoplast Limited,Susram Financial Services & Realty Pvt Ltd.,Promoters,15000.0,1877700,Buy,02-Jun-2022,Market Purchase,NSE
INTLCONV,International Conveyors Limited,I G E (India) Private Limited,Promoters,23573.0,1443919,Buy,01-Jun-2022,Market Purchase,NSE
KPIGREEN,KPI Green Energy Limited,Farukbhai Gulambhai Patel,Promoters,2500.0,1179830,Buy,03-Jun-2022,Market Purchase,BSE
JAIPURKURT,Nandani Creation Limited,ANUJ MUNDRA,Promoters,19900.0,1203500,Buy,03-Jun-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,7500.0,897146,Buy,01-Jun-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,5000.0,633973,Buy,02-Jun-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,76493.0,132041265,Buy,01-Jun-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,289751.0,513192086,Buy,02-Jun-2022,Market Purchase,NSE
INFIBEAM,Infibeam Avenues Limited,lnfibeam Employees Welfare Trust,Other,267388.0,4000717,Buy,03-Jun-2022,Market Purchase,NSE
PREMEXPLN,Premier Explosives Limited,Venkaiah Chowdary Tripuraneni,Director,1000.0,323469,Buy,30-May-2022,Market Purchase,NSE
PRUDENT,Prudent Corporate Advisory Services Limited,RAMESHCHANDRA CHIMANLAL SHAH,Promoter Group,160000.0,95536000,Buy,03-Jun-2022,Market Purchase,NSE
PRUDENT,Prudent Corporate Advisory Services Limited,NIKETA SANJAY SHAH,Promoter Group,100000.0,59898000,Buy,03-Jun-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,27.0,41694,Buy,02-Jun-2022,Market Purchase,BSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,303.0,467975,Buy,02-Jun-2022,Market Purchase,NSE
MANAPPURAM,Manappuram Finance Limited,NANDAKUMAR V P,Promoters,103250.0,9717526,Buy,02-Jun-2022,Market Purchase,NSE
CREST,Crest Ventures Limited,Fine Estates Private Limited,Promoters,110000.0,20446955,Buy,02-Jun-2022,Market Purchase,NSE
INTLCONV,International Conveyors Limited,I G E (India) Private Limited,Promoters,21574.0,1345469,Buy,31-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,5000.0,594969,Buy,31-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,7500.0,892053,Buy,30-May-2022,Market Purchase,NSE
MAHSEAMLES,Maharashtra Seamless Limited,SUDHA APPARELS LIMITED,Promoter Group,200.0,111218,Buy,31-May-2022,Market Purchase,BSE
MAHSEAMLES,Maharashtra Seamless Limited,SUDHA APPARELS LIMITED,Promoter Group,50900.0,28305147,Buy,31-May-2022,Market Purchase,NSE
BIOCON,Biocon Limited,Biocon India Limited Employees Welfare Trust,Other,1417000.0,457019625,Buy,02-Jun-2022,Market Purchase,NSE
IRB,IRB Infrastructure Developers Limited,Virendra D. Mhaiskar,Promoters,355000.0,79296954,Buy,02-Jun-2022,Market Purchase,BSE
MAHSCOOTER,Maharashtra Scooters Limited,Bachhraj Factories Pvt. Ltd.,Promoter Group,472.0,1810208,Buy,30-May-2022,Market Purchase,NSE
PALASHSECU,Palash Securities Limited,SHEKHAR FAMILY TRUST,Promoter Group,3610.0,390819,Buy,31-May-2022,Market Purchase,NSE
NILKAMAL,Nilkamal Limited,Dhruvi Nakul Kumar,Other,1254.0,2453219,Buy,31-May-2022,Market Purchase,NSE
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,SIL Investments Limited,Promoters,40000.0,14464130,Buy,30-May-2022,Market Purchase,NSE
MFSL,Max Financial Services Limited,Max Financial Employees Welfare Trust,Other,255000.0,205942337,Buy,31-May-2022,Market Purchase,NSE
PRUDENT,Prudent Corporate Advisory Services Limited,RAMESHCHANDRA CHIMANLAL SHAH,Promoter Group,425000.0,253087500,Buy,02-Jun-2022,Market Purchase,NSE
VSTIND,VST Industries Limited,VST ESOP Trust,Other,673.0,2146479,Buy,31-May-2022,Market Purchase,NSE
MARUTI,Maruti Suzuki India Limited,Bhaskar Kanathia,Employees/Designated Employees,150.0,1155375,Buy,03-Feb-2021,Market Purchase,NSE
MARUTI,Maruti Suzuki India Limited,Bhaskar Kanathia,Employees/Designated Employees,200.0,1531350,Buy,07-Jan-2021,Market Purchase,NSE
MARUTI,Maruti Suzuki India Limited,Arihant Kumar Jain,Employees/Designated Employees,134.0,1023559,Buy,15-Mar-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,171383.0,296094728,Buy,31-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,13970.0,23685806,Buy,30-May-2022,Market Purchase,NSE
KPIGREEN,KPI Green Energy Limited,Farukbhai Gulambhai Patel,Promoters,2500.0,1136127,Buy,01-Jun-2022,Market Purchase,BSE
KEC,KEC International Limited,Summit Securities Limited,Promoter Group,5103.0,1959144,Buy,30-May-2022,Market Purchase,NSE
KEC,KEC International Limited,Instant Holdings Limited,Promoter Group,3714.0,1429569,Buy,30-May-2022,Market Purchase,BSE
AFFLE,Affle (India) Limited,Affle (India) Limited Employees Welfare Trust,Other,2300.0,2407559,Buy,31-May-2022,Market Purchase,BSE
AFFLE,Affle (India) Limited,Affle (India) Limited Employees Welfare Trust,Other,74701.0,78436727,Buy,31-May-2022,Market Purchase,NSE
IRB,IRB Infrastructure Developers Limited,Virendra D. Mhaiskar,Promoters,84887.0,19028270,Buy,31-May-2022,Market Purchase,BSE
ONWARDTEC,Onward Technologies Limited,Parish Meghani,Director,299.0,85761,Buy,27-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,INSTANT HOLDINGS LIMITED,Promoter Group,30000.0,9143000,Buy,30-May-2022,Market Purchase,BSE
ZENSARTECH,Zensar Technologies Limited,INSTANT HOLDINGS LIMITED,Promoter Group,20000.0,6089830,Buy,30-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,Summit Securities Limited,Promoter Group,50000.0,15204272,Buy,30-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,7479.0,11512659,Buy,31-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,600.0,923646,Buy,31-May-2022,Market Purchase,BSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,18684.0,2201057,Buy,27-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,10000.0,1153183,Buy,26-May-2022,Market Purchase,NSE
BERGEPAINT,Berger Paints (I) Limited,Deeksha Gujral,Immediate relative,3933.0,2339388,Buy,01-Jun-2022,Market Purchase,NSE
SHALBY,Shalby Limited,VIKRAM INDRAJIT SHAH,Promoters,10000.0,1112717,Buy,31-May-2022,Market Purchase,NSE
MANAPPURAM,Manappuram Finance Limited,NANDAKUMAR V P,Promoters,104000.0,9997253,Buy,31-May-2022,Market Purchase,NSE
NAVNETEDUL,Navneet Education Limited,Bipin A Gala-Siddhant Investments,Promoter Group,10000.0,869505,Buy,27-May-2022,Market Purchase,NSE
KCP,KCP Limited,V.L. INDIRA DUTT,Promoters,20973.0,2186569,Buy,25-May-2022,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,DEEPAK ARORA,Promoters,10200.0,657797,Buy,31-May-2022,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2382.0,4973241,Buy,31-May-2022,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2383.0,4974368,Buy,30-May-2022,Market Purchase,NSE
AMBUJACEM,Ambuja Cements Limited,SHIKHA SOOD,-,30129.0,11000000,Buy,27-May-2022,Market Purchase,NSE
CEATLTD,CEAT Limited,Summit Securities Limited,Promoter Group,5000.0,5009948,Buy,26-May-2022,Market Purchase,NSE
CEATLTD,CEAT Limited,STEL Holdings Limited,Promoter Group,9400.0,9700879,Buy,30-May-2022,Market Purchase,NSE
CEATLTD,CEAT Limited,Summit Securities Limited,Promoter Group,5000.0,5095000,Buy,27-May-2022,Market Purchase,NSE
CEATLTD,CEAT Limited,Instant Holdings Limited,Promoter Group,10000.0,10177864,Buy,27-May-2022,Market Purchase,NSE
CEATLTD,CEAT Limited,Instant Holdings Limited,Promoter Group,10000.0,10028610,Buy,26-May-2022,Market Purchase,NSE
NILKAMAL,Nilkamal Limited,Dhruvi Nakul Kumar,Other,662.0,1278000,Buy,27-May-2022,Market Purchase,NSE
SRPL,Shree Ram Proteins Limited,LALITKUMAR CHANDULAL VASOYA,Promoters,40000.0,3738849,Buy,27-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Central India Industries Limited,Promoters,1000.0,119100,Buy,30-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Shekhavati Investments and Traders Limited,Promoters,5019.0,597763,Buy,30-May-2022,Market Purchase,NSE
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,SIL Investments Limited,Promoters,20000.0,6967442,Buy,27-May-2022,Market Purchase,NSE
VENUSREM,Venus Remedies Limited,PAWAN CHAUDHARY,Promoters,126946.0,27586107,Buy,30-May-2022,Market Purchase,NSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,308.0,159022,Buy,30-May-2022,Market Purchase,NSE
PALASHSECU,Palash Securities Limited,SHEKHAR FAMILY TRUST,Promoter Group,869.0,90282,Buy,27-May-2022,Market Purchase,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,Nitinbhai Raojibhai Desai HUF,Other,14500.0,5455212,Buy,30-May-2022,Market Purchase,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,Sheetal Rajan Navani,Immediate relative,15000.0,5639632,Buy,30-May-2022,Market Purchase,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,Desons Holdings and Finance Pvt. Limited,Other,15000.0,5640115,Buy,30-May-2022,Market Purchase,NSE
MANAPPURAM,Manappuram Finance Limited,NANDAKUMAR V P,Promoters,109200.0,9998892,Buy,30-May-2022,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Ektara Enterprises LLP,Promoters,1352.0,657772,Buy,27-May-2022,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Ektara Enterprises LLP,Promoters,771.0,367683,Buy,26-May-2022,Market Purchase,NSE
ZENTEC,Zen Technologies Limited,Zen Technologies Limited Employees Welfare Trust,-,10000.0,1673630,Buy,27-May-2022,Market Purchase,"BSE,NSE"
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,10490.0,17129987,Buy,26-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,9.0,14805,Buy,27-May-2022,Market Purchase,NSE
BLISSGVS,Bliss GVS Pharma Limited,Shruti Vishal Rao,Promoters,130000.0,11105806,Buy,27-May-2022,Market Purchase,NSE
MAHSCOOTER,Maharashtra Scooters Limited,Bachhraj Factories Pvt. Ltd.,Promoter Group,1167.0,4379184,Buy,26-May-2022,Market Purchase,NSE
MAHSCOOTER,Maharashtra Scooters Limited,Bachhraj Factories Pvt. Ltd.,Promoter Group,10.0,39311,Buy,27-May-2022,Market Purchase,NSE
SGIL,Synergy Green Industries Limited,Tarini Sanat Shirgaokar,Promoter Group,200.0,31200,Buy,26-May-2022,Market Purchase,NSE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Jamnalal Sons Pvt. Ltd.,Promoter Group,722.0,3526690,Buy,26-May-2022,Market Purchase,NSE
SHALBY,Shalby Limited,Shalby Limited Employees Welfare Trust,Other,700000.0,75428336,Buy,30-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,1719.0,2616976,Buy,30-May-2022,Market Purchase,BSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,45677.0,69557506,Buy,30-May-2022,Market Purchase,NSE
KPIGREEN,KPI Green Energy Limited,Farukbhai Gulambhai Patel,Promoters,2300.0,1026985,Buy,30-May-2022,Market Purchase,BSE
GREENPLY,Greenply Industries Limited,Showan Investment Pvt. Ltd.,Promoter Group,14500.0,2464710,Buy,27-May-2022,Market Purchase,NSE
GREENPLY,Greenply Industries Limited,Karuna Mittal,Promoter Group,14500.0,2466015,Buy,27-May-2022,Market Purchase,NSE
KEC,KEC International Limited,Summit Securities Limited,Promoter Group,16500.0,6125650,Buy,26-May-2022,Market Purchase,NSE
KEC,KEC International Limited,Instant Holdings Limited,Promoter Group,1000.0,376000,Buy,26-May-2022,Market Purchase,NSE
KEC,KEC International Limited,Instant Holdings Limited,Promoter Group,15647.0,5903970,Buy,27-May-2022,Market Purchase,NSE
BLISSGVS,Bliss GVS Pharma Limited,Vibha Gagan Sharma,Promoters,260000.0,20669815,Buy,26-May-2022,Market Purchase,NSE
MASTEK,Mastek Limited,ASHANK DESAI,Promoters,4000.0,9490468,Buy,25-May-2022,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2439.0,4973798,Buy,27-May-2022,Market Purchase,NSE
MASTEK,Mastek Limited,ASHANK DESAI,Promoters,4000.0,9490468,Buy,25-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,INSTANT HOLDINGS LIMITED,Promoter Group,76272.0,22308414,Buy,27-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,Sofreal Mercantrade Private Limited,Promoter Group,6812.0,1859655,Buy,26-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,Sofreal Mercantrade Private Limited,Promoter Group,25000.0,7191756,Buy,27-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,Summit Securities Limited,Promoter Group,5700.0,1567481,Buy,26-May-2022,Market Purchase,NSE
BERGEPAINT,Berger Paints (I) Limited,Deeksha Gujral,Immediate relative,5000.0,2948700,Buy,30-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Shekhavati Investments and Traders Limited,Promoters,28138.0,3197323,Buy,26-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Central India Industries Limited,Promoters,28000.0,3181321,Buy,26-May-2022,Market Purchase,NSE
ONWARDTEC,Onward Technologies Limited,Varsha Meghani,Immediate relative,2000.0,545988,Buy,26-May-2022,Market Purchase,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,Nitinbhai Raojibhai Desai HUF,Other,500.0,186551,Buy,27-May-2022,Market Purchase,NSE
ONWARDTEC,Onward Technologies Limited,Varsha Meghani,Immediate relative,2915.0,797314,Buy,25-May-2022,Market Purchase,NSE
ONWARDTEC,Onward Technologies Limited,Arun Meghani,Immediate relative,3000.0,855935,Buy,25-May-2022,Market Purchase,NSE
COSMOFIRST,COSMO FIRST LIMITED,Cosmo Films ESOP 2015 Trust,Other,2100.0,3414720,Buy,26-May-2022,Market Purchase,NSE
ANANTRAJ,Anant Raj Limited,Roma Sarin,Promoter Group,52200.0,2692437,Buy,27-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,618.0,942201,Buy,27-May-2022,Market Purchase,BSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,7756.0,11821930,Buy,27-May-2022,Market Purchase,NSE
MANAPPURAM,Manappuram Finance Limited,NANDAKUMAR V P,Promoters,219000.0,19909851,Buy,27-May-2022,Market Purchase,NSE
GULPOLY,Gulshan Polyols Limited,Rahul Jain,Immediate relative,14100.0,3003705,Buy,24-May-2022,Market Purchase,NSE
IRB,IRB Infrastructure Developers Limited,Virendra D. Mhaiskar,Promoters,140113.0,32135511,Buy,26-May-2022,Market Purchase,BSE
SDBL,Som Distilleries & Breweries Limited,DEEPAK ARORA,Promoters,15000.0,950178,Buy,27-May-2022,Market Purchase,NSE
HCLTECH,HCL Technologies Limited,RANGARAJAN  VIJAYARAGHAVAN,Employees/Designated Employees,1356.0,1349614,Buy,24-May-2022,Market Purchase,NSE
FOODSIN,Foods & Inns Limited,Maneck Davar,Director,15717.0,1193706,Buy,27-May-2022,Market Purchase,"BSE,NSE"
KPIGREEN,KPI Green Energy Limited,Farukbhai Gulambhai Patel,Promoters,2500.0,1080804,Buy,27-May-2022,Market Purchase,BSE
BLISSGVS,Bliss GVS Pharma Limited,Shruti Vishal Rao,Promoters,130000.0,9469301,Buy,25-May-2022,Market Purchase,NSE
ZENSARTECH,Zensar Technologies Limited,RPG Ventures Limited,Promoter Group,18000.0,4932000,Buy,26-May-2022,Market Purchase,NSE
SOLARA,Solara Active Pharma Sciences Limited,Pronomz Ventures LLP,Promoters,10015.0,5580421,Buy,02-May-2022,Market Purchase,NSE
SOLARA,Solara Active Pharma Sciences Limited,Hemalatha Pillai,Promoter Group,10000.0,4605332,Buy,13-May-2022,Market Purchase,NSE
SOLARA,Solara Active Pharma Sciences Limited,Chayadeep Ventures LLP,Promoter Group,7400.0,4127675,Buy,02-May-2022,Market Purchase,NSE
SOLARA,Solara Active Pharma Sciences Limited,Sajitha Pillai,Promoter Group,20000.0,9087036,Buy,12-May-2022,Market Purchase,NSE
LINCOLN,Lincoln Pharmaceuticals Limited,Shri Munjal M. Patel,Promoter Group,40000.0,10830000,Buy,27-May-2022,Market Purchase,NSE
LINCOLN,Lincoln Pharmaceuticals Limited,Shri Munjal M. Patel,Promoter Group,35000.0,9082850,Buy,26-May-2022,Market Purchase,NSE
GANGESSECU,Ganges Securities Limited,"CHANDRA SHEKHAR NOPANY, TRUSTEE, SHEKHAR FAMILY TRUST",Promoter Group,11861.0,1405069,Buy,23-May-2022,Market Purchase,NSE
GANGESSECU,Ganges Securities Limited,"CHANDRA SHEKHAR NOPANY, TRUSTEE, SHEKHAR FAMILY TRUST",Promoter Group,11306.0,1339700,Buy,25-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,20000.0,2337399,Buy,24-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,21000.0,2439911,Buy,25-May-2022,Market Purchase,NSE
PALASHSECU,Palash Securities Limited,SHEKHAR FAMILY TRUST,Promoter Group,4267.0,443435,Buy,25-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,11478.0,18844310,Buy,24-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,11544.0,18853379,Buy,25-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,11478.0,18844310,Buy,24-May-2022,Market Purchase,NSE
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAM VALUE SERVICES LIMITEDSHRIRA,Promoter Group,11544.0,18853379,Buy,25-May-2022,Market Purchase,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,Nitin Raojibhai Desai,Director,15000.0,5570397,Buy,26-May-2022,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,DEEPAK ARORA,Promoters,15000.0,925701,Buy,26-May-2022,Market Purchase,NSE
POKARNA,Pokarna Limited,Ahalya Meka,Immediate relative,575.0,276186,Buy,26-May-2022,Market Purchase,BSE
NBIFIN,N. B. I. Industrial Finance Company Limited,Asish Creations Private Limited,Promoter Group,6400.0,15736000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,Ragini Finance Pvt. Ltd.,Promoter Group,2150.0,5286000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,Rajesh Vanijya Private Limited,Promoter Group,8050.0,19793000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,The Didwana Investment Company Limited,Promoter Group,8050.0,19793000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,Mannakrishna Investments Pvt. Ltd.,Promoter Group,10150.0,24944000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,Didu Investments Private Limited,Promoter Group,5600.0,13769000,Buy,26-May-2022,Market Purchase,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,The Venktesh Company Private Limited,Promoter Group,10150.0,24956000,Buy,26-May-2022,Market Purchase,NSE
INFOBEAN,InfoBeans Techno. Ltd.,Rajmal Bohra,Promoter Group,500.0,304705,Buy,26-May-2022,Market Purchase,NSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1000.0,471100,Buy,25-May-2022,Market Purchase,NSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1000.0,469400,Buy,25-May-2022,Market Purchase,BSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1000.0,469400,Buy,25-May-2022,Market Purchase,BSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1000.0,471100,Buy,25-May-2022,Market Purchase,NSE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Jamnalal Sons Pvt. Ltd.,Promoter Group,243.0,1187557,Buy,24-May-2022,Market Purchase,NSE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Jamnalal Sons Pvt. Ltd.,Promoter Group,363.0,1774005,Buy,25-May-2022,Market Purchase,NSE
MAHSCOOTER,Maharashtra Scooters Limited,Bachhraj Factories Pvt. Ltd.,Promoter Group,380.0,1434923,Buy,24-May-2022,Market Purchase,NSE
MAHSCOOTER,Maharashtra Scooters Limited,Bachhraj Factories Pvt. Ltd.,Promoter Group,1200.0,4533108,Buy,25-May-2022,Market Purchase,NSE
COSMOFIRST,COSMO FIRST LIMITED,Cosmo Films ESOP 2015 Trust,Other,6400.0,10358664,Buy,24-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,297.0,451733,Buy,26-May-2022,Market Purchase,BSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,87426.0,133185800,Buy,26-May-2022,Market Purchase,NSE
MANINFRA,Man Infraconstruction Limited,Parag K. Shah,Promoters,32000.0,2831040,Buy,25-May-2022,Market Purchase,BSE
MANINFRA,Man Infraconstruction Limited,Parag K. Shah,Promoters,149000.0,13162660,Buy,25-May-2022,Market Purchase,NSE
MANINFRA,Man Infraconstruction Limited,Parag K. Shah,Promoters,19000.0,1633050,Buy,26-May-2022,Market Purchase,NSE
IRISDOREME,Iris Clothings Limited,Geeta Ladha,Promoters,15000.0,3315000,Buy,25-May-2022,Market Purchase,NSE
IRISDOREME,Iris Clothings Limited,Santosh Ladha,Promoters,10000.0,2210000,Buy,25-May-2022,Market Purchase,NSE
BIOCON,Biocon Limited,Biocon India Limited Employees Welfare Trust,Other,176000.0,57066293,Buy,25-May-2022,Market Purchase,NSE
BIOCON,Biocon Limited,Biocon India Limited Employees Welfare Trust,Other,407000.0,131718509,Buy,26-May-2022,Market Purchase,NSE
IRB,IRB Infrastructure Developers Limited,Virendra D. Mhaiskar,Promoters,335250.0,77335470,Buy,25-May-2022,Market Purchase,BSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1011.0,514915,Buy,24-May-2022,Market Purchase,NSE
POKARNA,Pokarna Limited,RAJINI MEKA,Immediate relative,1089.0,539589,Buy,24-May-2022,Market Purchase,BSE
SGIL,Synergy Green Industries Limited,Tarini Sanat Shirgaokar,Promoter Group,300.0,47340,Buy,25-May-2022,Market Purchase,NSE
SGIL,Synergy Green Industries Limited,Tarini Sanat Shirgaokar,Promoter Group,500.0,85000,Buy,25-May-2022,Market Purchase,BSE
HERANBA,Heranba Industries Limited,Mr Raghuram K Shetty,Promoters,4000.0,2238330,Buy,24-May-2022,Market Purchase,NSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,3176.0,4825205,Buy,25-May-2022,Market Purchase,BSE
ZYDUSWELL,Zydus Wellness Limited,Zydus Family Trust,Promoter Group,33143.0,50342727,Buy,25-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Central India Industries Limited,Promoters,309294.0,36931500,Buy,24-May-2022,Market Purchase,NSE
ORIENTCEM,Orient Cement Limited,Shekhavati Investments and Traders Limited,Promoters,145001.0,17090947,Buy,24-May-2022,Market Purchase,NSE
INOXLEISUR,INOX Leisure Limited,Siddharth Jain,Director,240000.0,109382903,Buy,24-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,20000.0,2330944,Buy,20-May-2022,Market Purchase,NSE
MUKANDLTD,Mukand Limited,BACHHRAJ FACTORIES PVT LTD,Promoter Group,20000.0,2375602,Buy,23-May-2022,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,DEEPAK ARORA,Promoters,20540.0,1285791,Buy,25-May-2022,Market Purchase,NSE
APCOTEXIND,Apcotex Industries Limited,Gauriputra Investments and Trading Company Private Limited,Promoter Group,1280.0,760000,Buy,25-May-2022,Market Purchase,NSE
PALASHSECU,Palash Securities Limited,SHEKHAR FAMILY TRUST,Promoter Group,2921.0,295966,Buy,19-May-2022,Market Purchase,-
PALASHSECU,Palash Securities Limited,SHEKHAR FAMILY TRUST,Promoter Group,3878.0,405865,Buy,23-May-2022,Market Purchase,-
TATASTEEL,Tata Steel Limited,Farida Khambata,Director,2000.0,2068320,Buy,23-May-2022,Market Purchase,NSE
TATASTEEL,Tata Steel Limited,Farida Khambata,Director,8000.0,8212855,Buy,24-May-2022,Market Purchase,NSE
IRB,IRB Infrastructure Developers Limited,Virendra D. Mhaiskar,Promoters,164750.0,38938663,Buy,24-May-2022,Market Purchase,BSE
